Material,Matl group,Size/dimensions
60630,CNC100,GLTI
60641,CNC100,FSGL
60642,CNC100,GL
60643,CNC100,GL
60644,CNC100,None
60659,CNC100,None
60668,CNC100,FSGL
61050201,QNC100,FSGL
61050301,QNC100,None
61050401QC01,QNC100,GL
61050501QC01,QNC100,GL
61050601QC01,QNC100,GL
61050701QC01,QNC100,FS
61050801QC01,QNC100,None
61050901QC01,QNC100,None
61577,MAGLP,None
61661,MAGLP,None
61674,MAGLP,None
61689,MAGLP,None
61705,MAGLP,None
61736,MAGLP,None
61739,MAGLP,None
61741,MAGLP,None
61743,MAGLP,None
61756,MAGLP,None
61757,MAGLP,None
61772,MAGLP,None
61773,MAGLP,None
61779,MAGLP,None
61785,MAGLP,None
61786,MAGLP,None
61787,MAGLP,None
61788,MAGLP,None
61789,MAGLP,None
61795,MAGLP,None
61797,MAGLP,None
61798,MAGLP,None
61799,MAGLP,None
61800,MAGLP,None
61801,MAGLP,None
61802,MAGLP,None
61803,MAGLP,None
61804,MAGLP,None
61805,MAGLP,None
61806,MAGLP,None
61807,MAGLP,None
61820,MAGLP,None
61821,MAGLP,None
61822,MAGLP,None
61823,MAGLP,None
61824,MAGLP,None
61825,MAGLP,None
63012,NOTEPADSM,None
63015,NOTEPADSM,None
63064,NOTEPADSM,None
63078,NOTEPADSM,None
63091,NOTEPADSM,None
63097,NOTEPADSM,None
63107,NOTEPADSM,None
63124,NOTEPADSM,None
63129,NOTEPADSM,None
63132,NOTEPADSM,None
63133,NOTEPADSM,None
63135,NOTEPADSM,None
63136,NOTEPADSM,None
63138,NOTEPADSM,None
63139,NOTEPADSM,None
63140,NOTEPADSM,None
63141,NOTEPADSM,None
63142,NOTEPADSM,None
63143,NOTEPADSM,None
63144,NOTEPADSM,None
63145,NOTEPADSM,None
63146,NOTEPADSM,None
63159,NOTEPADSM,None
63160,NOTEPADSM,None
63161,NOTEPADSM,None
63162,NOTEPADSM,None
65040,D12P2,None
65071,D12P2,SV
65136,D12P2,None
65164,D12P2,None
65177,D12P2,SV
65185,D12P2,None
65188,D12P2,SV
65191,D12P2,SV
65192,D12P2,SV
65195,D12P2,None
65199,D12P2,None
65201,D12P2,SV
65202,D12P2,SV
65204,D12P2,SV
65205,D12P2,SV
65211,D12P2,SV
65212,D12P2,SV
65213,D12P2,SV
65214,D12P2,SV
65222,D12P2,SV
65223,D12P2,SV
65224,D12P2,SV
65225,D12P2,None
65226,D12P2,SV
65227,D12P2,SV
65231,D12P2,SV
65232,D12P2,None
65233,D12P2,None
65234,D12P2,SV
65235,D12P2,None
65236,D12P2,None
65238,D12P2,None
65239,D12P2,SV
65240,D12P2,SV
65242,D12P2,None
65244,D12P2,SV
65245,D12P2,SV
65246,D12P2,None
65248,D12P2,None
65250,D12P2,SV
65253,D12P2,SV
65257,D12P2,None
65261,D12P2,SV
65263,D12P2,SV
65267,D12P2,SV
67086DA01,MAGNT,None
67175DA01,MAGNT,None
67190DA01,MAGNT,None
67203DA01,MAGNT,None
67293DA01,MAGNT,None
67328DA01,MAGNT,None
67345DA01,MAGNT,None
67364DA01,MAGNT,None
67391DA01,MAGNT,None
67402DA01,MAGNT,None
67406DA01,MAGNT,None
67418DA01,MAGNT,None
67421DA01,MAGNT,None
67441DA01,MAGNT,None
67477DA01,MAGNT,None
67479DA01,MAGNT,None
67487DA01,MAGNT,None
67502DA01,MAGNT,None
67506DA01,MAGNT,None
67507DA01,MAGNT,None
67511DA01,MAGNT,None
67513DA01,MAGNT,None
67515DA01,MAGNT,None
67522DA01,MAGNT,None
67529DA01,MAGNT,None
67531DA01,MAGNT,None
67532DA01,MAGNT,None
67534DA01,MAGNT,None
69003,D12D2,UV
69005,D12D2,None
69007,D12D2,UV
69011,D12D2,None
69014,D12D2,None
69015,D12D2,None
69016,D12D2,None
69017,D12D2,None
69019,D12D2,None
69021,D12D2,None
69022,D12D2,None
69023,D12D2,None
69025,D12D2,UV
69027,D12D2,None
69028,D12D2,None
69029,D12D2,None
69030,D12D2,None
69035,D12D2,None
69037,D12D2,None
69040,D12D2,UV
69042,D12D2,None
69043,D12D2,None
69044,D12D2,UV
69045,D12D2,None
69049,D12D2,UV
69051,D12D2,None
69054,D12D2,UV
69056,D12D2,FS
69072,D12D2,UV
69074,D12D2,None
69077,D12D2,None
69080,D12D2,None
69082,D12D2,UV
69085,D12D2,None
69087,D12D2,FS
69089,D12D2,None
69091,D12D2,TI
69095,D12D2,None
69100,D12D2,None
69101,D12D2,None
69102,D12D2,None
69106,D12D2,None
69109,D12D2,GL
69114,D12D2,None
69115,D12D2,GLDX38
69116,D12D2,UV
69118,D12D2,GL
69123,D12D2,FS
69128,D12D2,None
69130,D12D2,GL
69132,D12D2,GL
69134,D12D2,UV
69135,D12D2,None
69136,D12D2,UV
69138,D12D2,GL
69144,D12D2,FS
69145,D12D2,None
69147,D12D2,None
69148,D12D2,UV
69149,D12D2,None
69150,D12D2,FS
69154,D12D2,None
69198,D12D2,GL
69199,D12D2,GL
69200,D12D2,GL
69202,D12D2,UV
69204,D12D2,FS
69206,D12D2,None
69208,D12D2,GL
69210,D12D2,None
69213,D12D2,None
69219,D12D2,GL
69220,D12D2,GL
69224,D12D2,None
69227,D12D2,None
69291,D12D2,None
69292,D12D2,UV
69294,D12D2,None
69299,D12D2,None
69300,D12D2,UV
69302,D12D2,FS
69304,D12D2,UV
69305,D12D2,UV
69306,D12D2,FS
69307,D12D2,GL
69308,D12D2,GL
69309,D12D2,AU
69310,D12D2,GL
69311,D12D2,GL
69318,D12D2,GLDX3ASST
69318QC01,D12D2,GLDX3ASST
69320,D12D2,GLDX38
69322,D12D2,None
69323,D12D2,None
69324,D12D2,FS
69325,D12D2,UV
69326,D12D2,None
69329,D12D2,None
69334,D12D2,UV
69335,D12D2,FSGLTI
69338,D12D2,UV
69339,D12D2,UV
69340,D12D2,FSGLTI
69343,D12D2,None
69344,D12D2,None
69345,D12D2,FSGLTI
69346,D12D2,GLTI
69347,D12D2,FS
69348,D12D2,FS
69349,D12D2,GLTI
69352,D12D2,None
69352QA01,D12D2,None
69353,D12D2,FS
69353QA01,D12D2,FS
69354,D12D2,FS
69357,D12D2,GL
69359,D12D2,UV
69362,D12D2,None
69363,D12D2,UV
69367,D12D2,GL
69369,D12D2,FS
69371,D12D2,GLDX38
69372,D12D2,UV
69374,D12D2,FS
69375,D12D2,None
69376,D12D2,FSTI
69378,D12D2,GL
69379,D12D2,None
69380,D12D2,FS
69382,D12D2,FSTI
69383,D12D2,GL
69385,D12D2,SV
69386,D12D2,GL
69387,D12D2,UV
69388,D12D2,UV
69390,D12D2,GLTI
69391,D12D2,SVFSEBX-XXXTI
69392,D12D2,None
69393,D12D2,FS
69394,D12D2,UV
69395,D12D2,FS
74151,CXLST2,FS
74623,CXLST2,None
74623C,CXLST2,None
74636,CXLST2,None
74750,CXLST2,FS
74877,CXLST2,None
74900,CXLST2,None
75087,CXLST2,None
75278,CXLST2,None
75279,CXLST2,None
75378,CXLST2,None
75446,CXLST2,FS
75454,CXLST2,FS
75493,CXLST2,None
75522,CXLST2,None
75532,CXLST2,None
75533,CXLST2,None
75588,CXLST2,UV
75594,CXLST2,FS
75642,CXLST2,None
75698,CXLST2,None
75849,CXLST2,GL
75861,CXLST2,None
75964,CXLST2,None
75969,CXLST2,None
75982,CXLST2,FS
75988,CXLST2,FS
75995,CXLST2,FS
76022,CXLST2,None
76033,CXLST2,FS
76044,CXLST2,FS
76052,CXLST2,FS
76082,CXLST2,GL
76093,CXLST2,FS
76112,CXLST2,None
76113,CXLST2,FS
76113QA01,CXLST2,FS
76115,CXLST2,None
76116,CXLST2,None
76117,CXLST2,None
76117QA01,CXLST2,None
76135,CXLST2,FS
76135QA01,CXLST2,FS
76136,CXLST2,None
76136QA01,CXLST2,None
76144,CXLST2,FS
76144QA01,CXLST2,FS
76149,CXLST2,FS
76149QA01,CXLST2,FS
76150,CXLST2,None
76152,CXLST2,None
76152QA01,CXLST2,None
76154,CXLST2,None
76154QA01,CXLST2,None
76157,CXLST2,None
76157QA01,CXLST2,None
76158,CXLST2,FS
76158QA01,CXLST2,FS
76159,CXLST2,None
76159QA01,CXLST2,None
76160,CXLST2,FS
76161,CXLST2,None
76161QA01,CXLST2,None
76162,CXLST2,GL
76162QA01,CXLST2,GL
76163,CXLST2,None
76164,CXLST2,FS
76164QA01,CXLST2,FS
76165,CXLST2,FS
76165QA01,CXLST2,FS
76166,CXLST2,None
76166QA01,CXLST2,None
76167,CXLST2,None
76168,CXLST2,None
76168QA01,CXLST2,None
76169,CXLST2,FS
76169QA01,CXLST2,FS
76170,CXLST2,FS
76170QA01,CXLST2,FS
76171,CXLST2,FS
76171QA01,CXLST2,FS
76172,CXLST2,None
76172QA01,CXLST2,None
76173,CXLST2,None
76174,CXLST2,FS
76174QA01,CXLST2,FS
76175,CXLST2,FS
76176,CXLST2,None
76176QA01,CXLST2,None
76177,CXLST2,FS
76177QA01,CXLST2,FS
76178,CXLST2,FS
76178QA01,CXLST2,FS
76179,CXLST2,FS
76179QA01,CXLST2,FS
76180,CXLST2,SV
76181,CXLST2,FSCB21
76182,CXLST2,GL
76182QA01,CXLST2,GL
76183,CXLST2,None
76184,CXLST2,None
76184QA01,CXLST2,None
76185,CXLST2,None
76185QA01,CXLST2,None
76186,CXLST2,None
76186QA01,CXLST2,None
76187,CXLST2,None
76187QA01,CXLST2,None
76219,CXLST2,None
76220,CXLST2,FS
76220QA01,CXLST2,FS
76221,CXLST2,FS
76221QA01,CXLST2,FS
76222,CXLST2,FS
76223,CXLST2,GL
76223QA01,CXLST2,GL
76224,CXLST2,FS
76225,CXLST2,GL
76225QA01,CXLST2,GL
76226,CXLST2,FS
76227,CXLST2,FS
76227QA01,CXLST2,FS
76228,CXLST2,FS
76229,CXLST2,GL
76230,CXLST2,FS
76230QA01,CXLST2,FS
76231,CXLST2,FSCB21
76232,CXLST2,FS
76232QA01,CXLST2,FS
76233,CXLST2,GL
76234,CXLST2,FS
76234QA01,CXLST2,FS
76235,CXLST2,FS
76235QA01,CXLST2,FS
76236,CXLST2,GL
76237,CXLST2,GL
76237QA01,CXLST2,GL
76238,CXLST2,GL
76238QA01,CXLST2,GL
76239,CXLST2,GL
76239QA01,CXLST2,GL
76240,CXLST2,UV
76240QA01,CXLST2,UV
76241,CXLST2,GL
76242,CXLST2,UV
76243,CXLST2,FS
76243QA01,CXLST2,FS
76244,CXLST2,GL
76244QA01,CXLST2,GL
76245,CXLST2,None
76245QA01,CXLST2,None
76246,CXLST2,FS
76246QA01,CXLST2,FS
76247,CXLST2,None
76248,CXLST2,GL
76248QA01,CXLST2,GL
76249,CXLST2,UV
76249QA01,CXLST2,UV
76250,CXLST2,None
76250QA01,CXLST2,None
76251,CXLST2,None
76251QA01,CXLST2,None
76252,CXLST2,None
76253,CXLST2,FS
76253QA01,CXLST2,FS
76254,CXLST2,FS
76254QA01,CXLST2,FS
76255,CXLST2,GL
76255QA01,CXLST2,GL
76256,CXLST2,FS
76256QA01,CXLST2,FS
76257,CXLST2,UV
76257QA01,CXLST2,UV
76258,CXLST2,FS
76258QA01,CXLST2,FS
76259,CXLST2,FS
76259QA01,CXLST2,FS
76260,CXLST2,FS
76260QA01,CXLST2,FS
76261,CXLST2,GL
76261QA01,CXLST2,GL
76262,CXLST2,GL
76262QA01,CXLST2,GL
76263,CXLST2,GL
76263QA01,CXLST2,GL
76265,CXLST2,None
76265QA01,CXLST2,None
76266,CXLST2,FS
76267,CXLST2,GL
76268,CXLST2,GL
76268QA01,CXLST2,GL
76269,CXLST2,FS
76269QA01,CXLST2,FSCB21
76270,CXLST2,None
76271,CXLST2,GL
76272,CXLST2,GL
76273,CXLST2,None
76274,CXLST2,GL
76274QA01,CXLST2,GL
81039,DNC100,EBX88
81061,DNC100,GLEBX-K
81168,DNC100,EBX-A
81308,DNC100,None
81310,DNC100,DX3ASST
81337,DNC100,DX47
81357,DNC100,TI
81366,DNC100,None
81369,DNC100,FS
81370,DNC100,GL
81372,DNC100,TI
81381,DNC100,GL
81382,DNC100,DX3ASST
81384,DNC100,PI
81386,DNC100,GL
81394,DNC100,None
81395,DNC100,DX47
81396,DNC100,FSTI
81397,DNC100,EBX-4
81399,DNC100,GL
81400,DNC100,None
81401,DNC100,GL
81403,DNC100,None
81404,DNC100,FSGL
81405,DNC100,None
82219,D12C2,UV
82226,D12C2,UV
82230,D12C2,GLCX76
82230QC01,D12C2,GLCX76
82241,D12C2,GL
82254,D12C2,None
82255,D12C2,None
82257,D12C2,None
82314,D12C2,TH
82315,D12C2,FSTI
82345,D12C2,UV
82355,D12C2,None
82356,D12C2,None
82358,D12C2,None
82361,D12C2,None
82362,D12C2,None
82362QA01,D12C2,None
82364,D12C2,None
82365,D12C2,None
82366,D12C2,None
82368,D12C2,FS
82369,D12C2,None
82371,D12C2,None
82373,D12C2,None
82375,D12C2,TH
82377,D12C2,None
82381,D12C2,None
82383,D12C2,SV
82385,D12C2,UV
82387,D12C2,None
82388,D12C2,UV
82391,D12C2,None
82392,D12C2,FS
82393,D12C2,FS
82396,D12C2,FS
82403,D12C2,UV
82405,D12C2,SV
82406,D12C2,SV
82469,D12C2,GL
82495,D12C2,SV
82496,D12C2,None
82497,D12C2,UV
82498,D12C2,UV
82499,D12C2,None
82500,D12C2,None
82506,D12C2,None
82507,D12C2,TH
82508,D12C2,None
82509,D12C2,None
82510,D12C2,None
82511,D12C2,None
82512,D12C2,None
82513,D12C2,None
82514,D12C2,TH
82515,D12C2,None
82516,D12C2,UV
82517,D12C2,None
82520,D12C2,SV
82524,D12C2,None
82525,D12C2,GL
82525QA01,D12C2,GL
82526,D12C2,None
82582,D12C2,UV
82583,D12C2,FS2
82584,D12C2,FS
82585,D12C2,UV
82586,D12C2,UV
82587,D12C2,UV
82609,D12C2,FS
90205,ASSTXMAS,None
90205A,ASSTXMAS,None
90208,ASSTXMAS,None
90208A,ASSTXMAS,None
90215,ASSTXMAS,None
90215A,ASSTXMAS,None
90218,ASSTXMAS,None
90218A,ASSTXMAS,None
90243,ASSTXMAS,None
90243A,ASSTXMAS,None
90252,ASSTXMAS,None
90252A,ASSTXMAS,None
90277,ASSTXMAS,None
90277A,ASSTXMAS,None
90280,ASSTXMAS,None
90280A,ASSTXMAS,None
90300,ASSTXMAS,None
90300A,ASSTXMAS,None
90301,ASSTXMAS,None
90301A,ASSTXMAS,None
90302,ASSTXMAS,None
90302A,ASSTXMAS,None
90303,ASSTXMAS,None
90303A,ASSTXMAS,None
90305,ASSTXMAS,None
90305A,ASSTXMAS,None
90309,ASSTXMAS,None
90309A,ASSTXMAS,None
90311,ASSTXMAS,None
90311A,ASSTXMAS,None
90312,ASSTXMAS,None
90312A,ASSTXMAS,None
90313,ASSTXMAS,None
90313A,ASSTXMAS,None
90315,ASSTXMAS,None
90315A,ASSTXMAS,None
90316,ASSTXMAS,None
90316A,ASSTXMAS,None
90317,ASSTXMAS,None
90317A,ASSTXMAS,None
90318,ASSTXMAS,None
90318A,ASSTXMAS,None
90320,ASSTXMAS,None
90320A,ASSTXMAS,None
90321,ASSTXMAS,None
90321A,ASSTXMAS,None
90322,ASSTXMAS,None
90322A,ASSTXMAS,None
90323,ASSTXMAS,None
90323A,ASSTXMAS,None
90608A,ASSTEVDAY,None
90615A,ASSTEVDAY,None
90633A,ASSTEVDAY,None
90737A,ASSTEVDAY,None
90740A,ASSTEVDAY,None
90747A,ASSTEVDAY,None
90760A,ASSTEVDAY,None
90762A,ASSTEVDAY,None
90771A,ASSTEVDAY,None
90791A,ASSTEVDAY,None
90796A,ASSTEVDAY,None
90798A,ASSTEVDAY,None
90802A,ASSTEVDAY,None
90805A,ASSTEVDAY,None
90806A,ASSTEVDAY,None
90807A,ASSTEVDAY,None
90808A,ASSTEVDAY,None
90810A,ASSTEVDAY,None
90812A,ASSTEVDAY,None
90813A,ASSTEVDAY,None
90815A,ASSTEVDAY,None
90816A,ASSTEVDAY,None
90817A,ASSTEVDAY,None
90820A,ASSTEVDAY,None
90821A,ASSTEVDAY,None
90822A,ASSTEVDAY,None
90823A,ASSTEVDAY,None
90824A,ASSTEVDAY,None
91189,D12B2,VP1
91281,D12B2,VP1
91365,D12B2,VP1
92663,D12B2,GL
92747,D12B2,None
92748,D12B2,None
92855,D12B2,None
92859,D12B2,None
92942,D12B2,None
92945,D12B2,VP1
93008,D12B2,None
93009,D12B2,None
93088,D12B2,None
93092,D12B2,None
93156,D12B2,None
93258,D12B2,VP1
93260,D12B2,GL
93261,D12B2,None
93262,D12B2,SV
93264,D12B2,VP1
93265,D12B2,None
93266,D12B2,None
93290,D12B2,None
93291,D12B2,None
93292,D12B2,None
93293,D12B2,None
93299,D12B2,None
93300,D12B2,None
93301,D12B2,None
93302,D12B2,None
93303,D12B2,FS
93303QA01,D12B2,FS
93304,D12B2,None
93305,D12B2,None
93305QA01,D12B2,None
93306,D12B2,GL
93307,D12B2,FS
93307QA01,D12B2,FS
93308,D12B2,None
93309,D12B2,None
93310,D12B2,None
93311,D12B2,None
93312,D12B2,None
93313,D12B2,None
93314,D12B2,None
93315,D12B2,None
93316,D12B2,None
93317,D12B2,None
93318,D12B2,None
93319,D12B2,None
93319QA01,D12B2,None
93320,D12B2,None
93321,D12B2,None
93321QA01,D12B2,None
93322,D12B2,None
93323,D12B2,None
93324,D12B2,None
93325,D12B2,None
93326,D12B2,None
93327,D12B2,GL
93328,D12B2,FS
93328QA01,D12B2,FS
93329,D12B2,GL
93330,D12B2,UV
93330QA01,D12B2,UV
93331,D12B2,None
93332,D12B2,None
93333,D12B2,None
93334,D12B2,None
93334QA01,D12B2,None
93335,D12B2,FS
93336,D12B2,None
93337,D12B2,None
93338,D12B2,None
93338QA01,D12B2,None
93339,D12B2,None
93340,D12B2,FS
93341,D12B2,GL
93342,D12B2,None
93343,D12B2,None
93343QA01,D12B2,None
93344,D12B2,None
93345,D12B2,None
93345QA01,D12B2,None
93346,D12B2,None
93347,D12B2,None
93347QA01,D12B2,None
93348,D12B2,FS
93349,D12B2,GL
93350,D12B2,FS
93350QA01,D12B2,FS
93351,D12B2,FS
93351QA01,D12B2,FS
93352,D12B2,None
93353,D12B2,FS
93353QA01,D12B2,FS
93354,D12B2,GL
93355,D12B2,UV
93356,D12B2,None
93357,D12B2,None
93358,D12B2,None
93359,D12B2,None
93360,D12B2,TH
93361,D12B2,TH
93361QA01,D12B2,TH
93362,D12B2,TH
93363,D12B2,TH
93364,D12B2,TH
93365,D12B2,TH
93366,D12B2,TH
93366QA01,D12B2,TH
93367,D12B2,TH
95583QA01,D12TN,GL
95733QA01,D12TN,GL
95744,D12TN,TH
95745,D12TN,GL
95746,D12TN,None
95747,D12TN,GL
95749,D12TN,GL
95750,D12TN,TH
95752,D12TN,TH
95753,D12TN,None
95754,D12TN,GL
95756,D12TN,GL
95757,D12TN,None
95758,D12TN,GL
95759,D12TN,GL
95760,D12TN,TH
95761,D12TN,GL
95763,D12TN,None
95769,D12TN,GL
95771,D12TN,FS
95772,D12TN,SV
95773,D12TN,FS
95774,D12TN,None
95775,D12TN,GL
95776,D12TN,None
95777,D12TN,GL
95778,D12TN,GL
95779,D12TN,None
95780,D12TN,GL
95782,D12TN,GL
95783,D12TN,GL
95784,D12TN,GL
95784QA01,D12TN,GL
95785,D12TN,None
95785QA01,D12TN,None
95786,D12TN,GL
95788,D12TN,None
95789,D12TN,None
95790,D12TN,GL
95791,D12TN,None
95793,D12TN,GL
95794,D12TN,None
95795,D12TN,GL
95796,D12TN,None
95797,D12TN,GL
95798,D12TN,GL
95800,D12TN,GL
95801,D12TN,GL
95802,D12TN,GL
95803,D12TN,GL
95804,D12TN,GL
95805,D12TN,None
95806,D12TN,GL
95807,D12TN,GL
95808,D12TN,None
95809,D12TN,GL
95810,D12TN,GL
95811,D12TN,GL
95812,D12TN,GL
95813,D12TN,GL
95814,D12TN,GL
95815,D12TN,GL
95816,D12TN,None
95817,D12TN,None
95818,D12TN,None
95819,D12TN,GL
95820,D12TN,None
95821,D12TN,None
95822,D12TN,TH
95823,D12TN,None
95824,D12TN,GL
95825,D12TN,None
95826,D12TN,GL
95827,D12TN,GL
95828,D12TN,None
95829,D12TN,None
95830,D12TN,None
95832,D12TN,GL
95833,D12TN,None
95834,D12TN,None
95835,D12TN,None
95836,D12TN,None
95837,D12TN,None
95838,D12TN,None
95840,D12TN,None
95841,D12TN,None
95842,D12TN,None
95843,D12TN,GL
95844,D12TN,None
95845,D12TN,None
95846,D12TN,GL
95847,D12TN,None
95849,D12TN,None
95850,D12TN,GL
95851,D12TN,None
95852,D12TN,None
95853,D12TN,None
95854,D12TN,None
95855,D12TN,None
95856,D12TN,None
95857,D12TN,GL
95858,D12TN,FS
95859,D12TN,GL
95860,D12TN,None
95861,D12TN,None
95862,D12TN,None
95863,D12TN,None
95864,D12TN,None
95865,D12TN,GL
95866,D12TN,None
95868,D12TN,GL
95869,D12TN,None
95870,D12TN,None
95871,D12TN,None
95872,D12TN,TH
95873,D12TN,GL
95874,D12TN,GL
95875,D12TN,GL
95876,D12TN,None
95877,D12TN,None
95879,D12TN,GL
95880,D12TN,GL
95884,D12TN,GL
95885,D12TN,None
95886,D12TN,GL
95888,D12TN,GL
95890,D12TN,GL
95891,D12TN,GL
95892,D12TN,TH
95893,D12TN,GL
95894,D12TN,None
95895,D12TN,None
95896,D12TN,GL
95897,D12TN,GL
95898,D12TN,GL
95901,D12TN,None
95902,D12TN,GL
95903,D12TN,TH
95904,D12TN,None
95905,D12TN,None
95906,D12TN,None
95907,D12TN,GL
95908,D12TN,GL
95909,D12TN,None
95911,D12TN,None
95912,D12TN,None
95915,D12TN,GL
95916,D12TN,TH
95917,D12TN,GL
95918,D12TN,None
95919,D12TN,TH
95920,D12TN,GL
95921,D12TN,FS
95922,D12TN,GL
95923,D12TN,None
95924,D12TN,GL
95925,D12TN,TH
95926,D12TN,GL
95927,D12TN,None
95928,D12TN,FS
95929,D12TN,None
95930,D12TN,GL
95931,D12TN,TH
95931QA01,D12TN,TH
95932,D12TN,TH
95932QA01,D12TN,TH
95933,D12TN,FS
95934,D12TN,TH
95935,D12TN,TH
95935QA01,D12TN,TH
95936,D12TN,UV
95937,D12TN,TH
95938,D12TN,None
95938QA01,D12TN,None
95939,D12TN,GL
95940,D12TN,FS
95941,D12TN,FS
95941QA01,D12TN,FS
96000,NNC100,FSEASST
96003,NNC100,FSGLNT1
96004,NNC100,FSGLNT1
96005,NNC100,FSGLNT1
96007,NNC100,FSGLNT1
96008,NNC100,FSGLNT1
96009,NNC100,FSGLNT1
96010,NNC100,FSGLNT1
96013,NNC100,FSGLNT1
96015,NNC100,FSGLNT1
96016,NNC100,FSGLNT1
96019,NNC100,FSGLNT1
96019QA01,NNC100,FSGLNT1
96020,NNC100,FS2NT1
96021,NNC100,FSGLNT1
96021QA01,NNC100,FSGLNT1
96022,NNC100,FSGLNT1
96022QA01,NNC100,FSGLNT1
96023,NNC100,FSGLNT1
96023QA01,NNC100,FSGLNT1
96024,NNC100,FSGLNT1
96024QA01,NNC100,FSGLNT1
96025,NNC100,FSGLNT1
96026,NNC100,FSGLNT1
96027,NNC100,FSGLNT1
96028,NNC100,FSGLNT1
96029,NNC100,FSGLNT1
96032,NNC100,FSGLNT1
96032QA01,NNC100,FSGLNT1
96033,NNC100,FSGLNT1
96034,NNC100,FSGLNT1
96035,NNC100,FS2NT4
96036,NNC100,None
96037,NNC100,None
96038,NNC100,FS
96039,NNC100,None
96039QA01,NNC100,None
96040,NNC100,None
96040QA01,NNC100,None
96041,NNC100,GL
96042,NNC100,None
96042QA01,NNC100,None
96043,NNC100,None
96044,NNC100,FSNT4
96045,NNC100,FSNT1
96046,NNC100,FSGLNT1
96047,NNC100,FSGLNT1
96048,NNC100,FSGLNT1
96049,NNC100,FSGLNT1
96050,NNC100,FSGLNT1
96051,NNC100,FSGLNT1
96051QA01,NNC100,FSGLNT1
96052,NNC100,FSGLNT1
96053,NNC100,FSGLNT1
96055,NNC100,FSGLNT1
96058,NNC100,FSGLNT1
96063,NNC100,FSGLNT1
96063QA01,NNC100,FSGLNT1
96064,NNC100,FSGLNT1
96064QA01,NNC100,FSGLNT1
96065,NNC100,FSGLNT1
96066,NNC100,FSGLNT1
96068,NNC100,FSGLNT1
96070,NNC100,FSGLNT1
96071,NNC100,FSGLNT1
96072,NNC100,FSGLNT1
96074,NNC100,FSGLNT1
96076,NNC100,FSGLNT1
96077,NNC100,FSGLNT1
96079,NNC100,FSGLNT1
96079QA01,NNC100,FSGLNT1
96082,NNC100,FSNT1
96083,NNC100,FSGLNT1
96084,NNC100,FSGLNT1
96085,NNC100,FSNT1
96086,NNC100,FSGLNT1
96087,NNC100,FSGLNT1
96087QA01,NNC100,FSGLNT1
96088,NNC100,FSGLNT1
96088QA01,NNC100,FSGLNT1
96091,NNC100,FSGLNT1
96093,NNC100,FSE1NT2
96093QA01,NNC100,FSE1NT2
96094,NNC100,FSE2NT2
96097,NNC100,FSGLNT1
96099,NNC100,FSGLNT1
96100,NNC100,FSGLNT1
96101,NNC100,FSGLNT1
96102,NNC100,FSE3NT1
96104,NNC100,FSNT1
96106,NNC100,FSE4NT3
96106QA01,NNC100,FSE4NT3
96107,NNC100,FSGLNT1
96108,NNC100,FSGLNT1
96109QA01,NNC100,FSGLNT1
96110,NNC100,FSGLNT1
96111,NNC100,FSGLNT1
96112,NNC100,FSE5NT2
96113,NNC100,FSGLNT1
96115,NNC100,FSGLNT1
96117,NNC100,FSGLNT1
96118,NNC100,FSGLNT1
96119,NNC100,FSGLNT1
96120,NNC100,FSGLNT1
96120QA01,NNC100,FSGLNT1
96121,NNC100,FSGLNT1
96122,NNC100,FSGLNT1
96123QA01,NNC100,FSGLNT1
96124,NNC100,FSGLNT1
96125,NNC100,FSGLNT1
96127QA01,NNC100,FSGLNT1
96128,NNC100,FSE6NT3
96129,NNC100,FSGLNT1
96130,NNC100,FSNT1
96131,NNC100,FSGLNT1
96131QA01,NNC100,FSGLNT1
96132,NNC100,FSGLNT1
96134,NNC100,FSGLNT1
96135,NNC100,FSE7NT2
96135QA01,NNC100,FSE7NT2
96137,NNC100,FSGLE8NT1
96138,NNC100,FSGLNT1
96140,NNC100,FSGLNT1
96141,NNC100,FSGLNT1
96141QA01,NNC100,FSGLNT1
96142,NNC100,FSGLNT1
96143QA01,NNC100,FSGLNT1
96144,NNC100,FSGLNT1
96146QA01,NNC100,FSGLNT1
96148,NNC100,FSGLNT1
96149QA01,NNC100,FSGLNT1
96152,NNC100,FSGLNT1
96154,NNC100,FSGLNT1
96154QA01,NNC100,FSGLNT1
96155,NNC100,FSGLNT1
96155QA01,NNC100,FSGLNT1
96156,NNC100,FSGLNT1
96157,NNC100,FSGLNT1
96157QA01,NNC100,FSGLNT1
96158,NNC100,FSGLNT1
96159,NNC100,FSGLNT1
96160,NNC100,FSNT1
96162,NNC100,FSGLNT1
96163,NNC100,FSGLNT1
96165,NNC100,FSGLNT1
96166,NNC100,FSNT1
96167,NNC100,FSGLNT1
96168,NNC100,FSGLNT4
96169,NNC100,FSGLNT1
96171QA01,NNC100,FSGLNT1
96172,NNC100,FSGLNT1
96174,NNC100,FSGLNT1
96174QA01,NNC100,FSGLNT1
96175,NNC100,FSGLNT1
96177,NNC100,FSNT1
96178QA01,NNC100,FSGLNT1
97385,D12NT,NS2GL
97387,D12NT,NS2
97388,D12NT,NS2
97390,D12NT,NS2GL
DK24-HAL,UNASSIGN,None
DK24-MAY,UNASSIGN,None
DK24-WIVYED,UNASSIGN,None
DK24-WIVYFALL,UNASSIGN,None
DK24-WIVYXM,UNASSIGN,None
DK24-XAST,UNASSIGN,None
DK24-XCL,UNASSIGN,None
DK24-XCST,UNASSIGN,None
